股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH600889,南京化纤,5.46,+0.5,+10.08%,-12.08%,24226974,129705517.72,6.61%,,,2000249215
SH600032,浙江新能,11.86,-0.56,-4.51%,-23.29%,10771552,129495340.43,5.18%,54.222,0.379%,24668800000
SH600479,千金药业,9.85,-0.34,-3.34%,-21.51%,12932360,129392600.4,3.09%,14.016,6.091%,4233600102
SH605369,拱东医疗,109.8,-12.2,-10%,-23.37%,1146880,129390332.2,4.1%,37.855,1.257%,12366457776
SH605300,佳禾食品,17.88,+1.04,+6.18%,-16.95%,7407116,128458417.35,18.51%,38.838,,7152178800
SH600909,华安证券,4.66,-0.06,-1.27%,-13.86%,27054577,127874379.08,0.58%,15.372,2.146%,21891098843
SH603826,坤彩科技,60.1,-1.94,-3.13%,57%,2087330,127555080.2,0.45%,195.693,,28126800000
SH603997,继峰股份,7.76,-0.38,-4.67%,-51.74%,15935885,126818225.25,1.81%,68.722,2.267%,8684402193
SH600410,华胜天成,6.31,-0.32,-4.83%,-6.79%,19814760,126568994.2,1.8%,,0.396%,6933070747
SH600166,福田汽车,2.4,-0.09,-3.61%,-30.23%,52001900,126498216,0.79%,95.216,,15780460913
SH600678,四川金顶,5.76,-0.35,-5.73%,-4.48%,21424819,126202295.43,6.14%,29.655,,2010182400
SH600757,长江传媒,5.22,-0.2,-3.69%,-2.43%,23658542,125542263.47,1.95%,7.643,6.705%,6335254425
SH600718,东软集团,10.28,-0.51,-4.73%,-24.19%,11903522,125141066.72,0.99%,83.318,,12771566633
SH600067,冠城大通,3.26,-0.18,-5.23%,-17.47%,37421466,124566819.37,2.51%,,,4864280964
SH603009,北特科技,6.43,-0.09,-1.38%,-14.27%,19311600,124047313.98,5.71%,35.436,0.995%,2306634472
SH603308,应流股份,12.03,-0.81,-6.31%,-46.1%,9890600,123690840.01,1.45%,37.228,0.736%,8218257460
SH605376,博迁新材,41.74,-1.35,-3.13%,-50.33%,2927400,123530693,1.67%,45.91,0.479%,10919184000
SH601916,浙商银行,3.23,-0.07,-2.12%,-7.71%,37670053,122904087.41,0.54%,5.432,,68697890593
SH601311,骆驼股份,9.41,-0.42,-4.27%,-38.62%,12917105,122846345.76,1.1%,11.622,2.032%,11039304970
SH601179,中国西电,4.06,-0.2,-4.69%,-26.85%,29660401,122834809.18,0.58%,35.502,0.788%,20811082349
SH603690,至纯科技,33.45,-0.98,-2.85%,-30.53%,3585020,122667069.57,1.13%,29.091,0.489%,10653840855
SH600683,京投发展,4.75,-0.35,-6.86%,-11.05%,25019500,122666809,3.38%,10.707,2.737%,3518693586
SH605399,晨光新材,44.85,-0.82,-1.8%,12.94%,2747013,122598115.73,4.22%,23.581,0.466%,8288728500
SH600118,中国卫星,20.16,-0.84,-4%,-25.75%,5955599,122344287.16,0.5%,102.207,0.298%,23838980962
SH605168,三人行,119.11,-5.23,-4.21%,-29.52%,1001728,122164728.16,3.28%,16.212,2.519%,8299322758
SH600312,平高电气,6.82,-0.36,-5.01%,-24.97%,17506337,121958896.97,1.29%,62.403,0.235%,9254203327
SH600131,国网信通,12.47,-0.69,-5.24%,-42.93%,9535243,121695572.75,1.77%,21.721,1.243%,14906569964
SH600113,浙江东日,7.58,-0.41,-5.13%,13.13%,15722179,121305148.63,3.82%,4.781,3.166%,3118648193
SH601599,浙文影业,3.61,+0.02,+0.56%,7.76%,33443260,121285730.44,3.75%,91.028,,4189558255
SH600759,洲际油气,2.63,-0.11,-4.01%,-7.07%,45402830,121163309.67,2.01%,33.433,,5953024772
SH603529,爱玛科技,44.2,-1.23,-2.71%,-3.01%,2716269,121071569.77,4.18%,27.322,1.131%,18141448133
SH600363,联创光电,21.04,-1.31,-5.86%,-32.22%,5606035,120982324.99,1.25%,31.372,0.276%,9583230820
SH603738,泰晶科技,31.18,-1.49,-4.56%,-47.42%,3780230,120418361.71,1.93%,31.193,1.158%,6194439149
SH600252,中恒集团,2.96,-0.09,-2.95%,-23.32%,40296760,120403559,1.17%,33.515,0.912%,10286317155
SH603267,鸿远电子,108.8,-4.84,-4.26%,-39.37%,1075383,120195505.52,0.68%,30.585,0.358%,25285555200
SH600684,珠江股份,3.77,-0.2,-5.04%,5.9%,31181480,120040843.1,3.65%,48.91,,3217546926
SH603319,湘油泵,18.96,-0.89,-4.48%,-26.28%,6210257,119861478.74,3.87%,15.964,1.899%,3045162661
SH600565,迪马股份,2.51,-0.1,-3.83%,2.87%,46666543,119759329.25,1.87%,3.834,3.199%,6396198573
SH603609,禾丰股份,9.52,-0.49,-4.9%,-7.03%,12374122,119605446.44,1.36%,24.712,2.311%,8777061066
SH601218,吉鑫科技,4.09,-0.26,-5.98%,-25.77%,28455040,119535127.14,2.91%,19.214,1.271%,3997402400
SH600597,光明乳业,11.64,-0.31,-2.59%,-19.83%,10132849,119322154.32,0.83%,27.092,1.375%,16047379645
SH600764,中国海防,24.09,-0.81,-3.25%,-40.75%,4828177,119154928.08,0.97%,20.531,1.312%,17119061909
SH603132,金徽股份,13.28,-0.72,-5.14%,22.96%,8774988,119058187.87,8.95%,28.058,,12987840000
SH605188,国光连锁,8.73,-0.11,-1.24%,9.26%,14066389,118891096.97,23.3%,77.706,0.859%,4326413400
SH603825,华扬联众,15.88,-0.99,-5.87%,-45.54%,7213139,118227215.08,2.85%,17.764,1.591%,4022984446
SH600531,豫光金铅,5.33,-0.32,-5.66%,-11.61%,21721011,117928688.87,1.99%,14.532,2.12%,5810993239
SH600830,香溢融通,5.89,-0.27,-4.38%,5.75%,19728231,117794681.43,4.34%,161.025,0.187%,2675960980
SH600959,江苏有线,3.16,-0.08,-2.47%,-3.95%,36802855,117779238.15,0.74%,172.138,0.949%,15802267888
SH600190,锦州港,3.24,-0.13,-3.86%,13.68%,35778159,117319733.26,2.01%,37.692,0.617%,6487424460
SH600428,中远海特,4.23,-0.24,-5.37%,-16.07%,27083090,117169972.1,1.26%,30.235,1.182%,9080332761
SH601727,上海电气,3.91,-0.07,-1.76%,-19.55%,29376300,116874481.69,0.23%,,,60917053550
SH601003,柳钢股份,5.48,-0.26,-4.53%,4.98%,20966031,116576144.8,0.82%,5.05,4.562%,14044106736
SH600249,两面针,5.73,-0.39,-6.37%,5.14%,19773350,116463162.1,3.6%,363.988,,3151500000
SH603893,瑞芯微,77.88,-2.2,-2.75%,-43.11%,1459811,116446653.23,0.77%,54.003,1.091%,32497548336
SH600725,云维股份,3.68,-0.1,-2.65%,-1.08%,31380202,116403650.39,2.55%,243.324,,4535489600
SH600106,重庆路桥,3.91,-0.2,-4.87%,-13.11%,29041634,116032884.8,2.19%,20.321,1.483%,5196487992
SH600444,国机通用,12.16,-1.31,-9.73%,-41.82%,9150710,115631621.2,6.25%,36.597,1.069%,1780490693
SH601588,北辰实业,2.37,-0.13,-5.2%,-4.44%,47919388,115216704.04,1.8%,39.375,0.422%,7979837400
SH600966,博汇纸业,7.9,-0.57,-6.73%,-23.6%,14245778,115133392.9,1.07%,6.192,3.365%,10561069875
SH601577,长沙银行,7.62,-0.17,-2.18%,-2.43%,14790158,114577035.02,0.72%,4.999,4.199%,30644239605
SH603871,嘉友国际,18.49,+0.85,+4.82%,-11.11%,6234163,114265577.29,2.18%,17.984,3.746%,5860815257
SH600871,石化油服,1.9,-0.07,-3.55%,-11.21%,58914801,113720084.69,0.43%,200.623,,36070246063
SH600744,华银电力,4.42,-0.26,-5.56%,-24.44%,25159935,113716760.8,3.04%,,,7872569291
SH600717,天津港,4.24,-0.18,-4.07%,1.19%,26361582,113689528.92,0.91%,12.613,2.382%,12270564401
SH600661,昂立教育,8.28,-0.25,-2.93%,-14.9%,13062100,113433744.64,4.56%,,,2372624312
SH600315,上海家化,32.54,-1,-2.98%,-19.48%,3423826,113280783.32,0.51%,34.063,0.891%,22115305361
SH601388,怡球资源,3.9,-0.12,-2.99%,-12.36%,28466862,112749975.5,1.41%,10.217,1.667%,8585906105
SH603269,海鸥股份,12.35,-0.43,-3.36%,-3.36%,8731350,112414491.55,7.76%,18.002,1.619%,1389607995
SH605090,九丰能源,28.96,-0.84,-2.82%,-17.66%,3826200,112339112,4.61%,17.495,1.482%,12828407319
SH600664,哈药股份,3.01,-0.07,-2.27%,-15.21%,36974532,112148768.75,1.47%,20.445,,7586828639
SH600802,福建水泥,7.14,-0.44,-5.8%,-3.77%,15377971,112093820.53,3.36%,10.997,1.12%,3271893576
SH600329,中新药业,20.24,-0.96,-4.53%,-35.56%,5411834,111775674.53,0.96%,20.353,2.47%,15654487858
SH603183,建研院,6.24,-0.26,-4%,7.77%,17440899,110948137.03,4.34%,18.76,1.067%,2604384382
SH600987,航民股份,5.41,+0.16,+3.05%,-2.7%,20348298,110472435.92,2.28%,8.528,5.545%,5684930027
SH600688,上海石化,3.26,-0.1,-2.98%,-21.82%,33384199,110401715.49,0.46%,17.638,3.067%,35285632010
SH601718,际华集团,2.64,-0.07,-2.58%,-11.41%,40694824,109726126.36,0.93%,,,11593901627
SH600285,羚锐制药,10.52,-0.63,-5.65%,-33.42%,10186262,109559913,1.84%,15.601,3.805%,5969668596
SH600963,岳阳林纸,4.85,-0.24,-4.72%,-38.45%,22069592,109464514.99,1.25%,29.36,2.392%,8751597579
SH600528,中铁工业,7.56,-0.34,-4.3%,-7.92%,14173142,109204035.49,0.64%,9.047,1.918%,16794930005
SH605555,德昌股份,29.12,-0.64,-2.15%,-28.63%,3645813,109109363.36,7.29%,18.399,1.202%,5532217600
SH600818,中路股份,18.78,-0.63,-3.25%,116.36%,5598035,108791313.35,2.35%,162.623,0.351%,6036791750
SH600753,东方银星,13.7,-0.48,-3.39%,-16%,7895186,108730816.36,3.67%,199.075,,3155208298
SH600326,西藏天路,5.86,-0.25,-4.09%,-9.15%,18238492,108708457.51,1.99%,134.496,1.365%,5382749241
SH600227,圣济堂,3.35,-0.21,-5.9%,-11.61%,31756389,108493431.26,2.48%,42.793,,5671999573
SH603233,大参林,26.46,-0.88,-3.22%,-37.16%,3998607,108110000.97,0.51%,20.65,2.518%,20928001106
SH603236,移远通信,143.12,-3.04,-2.08%,-29.81%,730731,106731821.29,0.74%,58.106,0.517%,20805472903
SH600243,青海华鼎,4.11,-0.34,-7.64%,-9.27%,25372511,106666704.95,5.78%,266.068,,1803673500
SH600369,西南证券,4.16,-0.05,-1.19%,-21.36%,25325100,106055406.03,0.45%,22.234,2.404%,27643653956
SH600716,凤凰股份,4.72,-0.2,-4.07%,15.97%,22427410,105579446.26,2.4%,53.418,0.636%,4418205985
SH603936,博敏电子,9.77,-0.51,-4.96%,-43.2%,10573487,105430772.46,2.07%,20.641,,4992588188
SH603977,国泰集团,9.2,-0.55,-5.64%,-12.21%,11262260,105149709.4,1.94%,22.42,1.413%,5382212180
SH600881,亚泰集团,2.72,-0.13,-4.56%,-16.31%,37978866,105087183.12,1.17%,588.159,0.735%,8837044959
SH601860,紫金银行,3,-0.05,-1.64%,-10.45%,34747900,105014623.14,1%,7.462,3.333%,10982872698
SH600567,山鹰国际,2.89,-0.06,-2.03%,-12.16%,35998514,104832446.46,0.78%,8.802,3.806%,13340748079
SH601808,中海油服,12.83,-0.23,-1.76%,-14.47%,8091278,104805751.34,0.27%,195.48,1.169%,61219525360
SH600060,海信视像,10.49,-0.47,-4.29%,-22.01%,9786517,104501676.52,0.76%,11.014,2.622%,13723660219
SH603098,森特股份,31.16,-2.44,-7.26%,-33.66%,3253530,104380658.3,0.6%,131.227,0.353%,16789007314
SH600713,南京医药,4.78,-0.16,-3.24%,-2.65%,21631850,104209958,2.08%,12.384,2.51%,6256164437
SH603101,汇嘉时代,6.64,+0.24,+3.75%,12.16%,15929192,103524475.56,3.39%,59.56,,3123456000
SH603066,音飞储存,8.92,-0.17,-1.87%,1.13%,11416073,103390614.5,3.8%,26.232,0.729%,2682269868
SH603887,城地香江,7.76,-0.47,-5.71%,-4.43%,13047930,103264874.56,3.69%,19.813,1.074%,3497785515
SH600610,中毅达,13.54,-0.93,-6.43%,-6.23%,7427577,103166127.71,1.66%,346.285,,14505058152
SH600137,浪莎股份,15.84,-0.28,-1.74%,8.12%,6346700,103116172,6.53%,78.836,0.505%,1539926594
SH603102,百合股份,44.77,+1.14,+2.61%,6.24%,2313571,102984554.81,14.46%,19.526,1.117%,2865280000
SH603919,金徽酒,27.57,-1.04,-3.64%,-28.59%,3668450,102866012.84,0.75%,43.052,0.798%,13985158117
SH600822,上海物贸,8.34,-0.63,-7.02%,-7.85%,11939712,102480108.58,3.01%,18.69,,4136414103
SH600483,福能股份,10.82,-0.36,-3.22%,-33.54%,9346054,102264042.8,0.54%,12.254,2.386%,21148195207
SH600189,泉阳泉,6.68,-0.31,-4.43%,-13.47%,15033604,102254218.45,2.15%,51.573,,4777521384
SH601098,中南传媒,9.37,-0.06,-0.64%,-2.09%,10686905,102073654.05,0.6%,11.707,6.724%,16828520000
SH600730,中国高科,5.51,-0.32,-5.49%,-3.5%,17705754,101970659.12,3.02%,231.23,0.131%,3232474571
SH601928,凤凰传媒,7.25,-0.37,-4.86%,-10.38%,13714382,101950858.79,0.54%,8.076,5.517%,18450525000
SH600156,华升股份,4.49,+0.02,+0.45%,6.9%,22660500,101873001.99,5.64%,,,1805477052
SH600452,涪陵电力,12.46,-0.52,-4.01%,-38.13%,8024325,101798541.78,1.05%,18.799,1.284%,9496681062
SH605080,浙江自然,64.2,+0.7,+1.1%,-14.17%,1571623,101713131.6,6.22%,30.21,,6492135120
SH603938,三孚股份,44.07,-0.97,-2.15%,19.79%,2298050,101657830,1.18%,25.631,0.39%,8603194681
SH603713,密尔克卫,111.4,-3.62,-3.15%,-17.35%,894061,101635564.27,0.55%,42.436,0.35%,18323566170
SH600097,开创国际,11.12,-0.68,-5.76%,-3.47%,8928200,101541215.9,3.71%,14.028,2.158%,2679214536
SH600162,香江控股,2.14,-0.13,-5.73%,1.9%,46323938,101075406.98,1.36%,14.265,1.402%,7266972247
SH601106,中国一重,2.98,-0.07,-2.3%,-14.37%,33376664,101015829.29,0.49%,144.18,,20436193122
SH600419,天润乳业,13.59,-0.68,-4.77%,2.72%,7309570,100687332.2,2.72%,31.066,1.019%,4351385443
SH603333,尚纬股份,10.02,+0.45,+4.7%,-4.02%,10162600,100615798,1.97%,,,6227706412
SH600823,世茂股份,3.25,-0.16,-4.69%,-0.91%,30126765,100349023.15,0.8%,7.349,5.231%,12191296848
SH600120,浙江东方,3.93,-0.09,-2.24%,-11.09%,25203224,100269656.56,0.87%,15.076,0.783%,11382549866
SH603899,晨光股份,47.93,-1.03,-2.1%,-25.7%,2067974,99893566.26,0.22%,29.296,1.252%,44466846129
SH600617,国新能源,4.43,-0.15,-3.28%,4.73%,22171160,99673192.2,2.27%,134.574,0.451%,6104513978
SH600895,张江高科,12.03,-0.45,-3.61%,-20.12%,8156566,99533062.55,0.53%,11.105,2.993%,18630735287
SH600505,西昌电力,7.39,-0.74,-9.1%,-29.69%,13030176,99390363.52,3.57%,63.349,0.474%,2694153825
SH600308,华泰股份,5.23,-0.21,-3.86%,-15.51%,18692897,99090938.45,1.6%,7.557,3.977%,6106346221
SH603518,锦泓集团,8.96,-0.16,-1.75%,-25.77%,10574501,99001618.23,3.56%,13.887,,3110908210
SH600908,无锡银行,5.73,-0.14,-2.39%,1.06%,16997495,98912889.25,0.96%,7.087,3.141%,10667409921
SH600391,航发科技,17.74,-0.88,-4.73%,-36.64%,5426000,98905240.75,1.64%,275.137,,5856494971
SH600200,江苏吴中,6.95,+0.02,+0.29%,-18.9%,14262005,98478499.19,2.01%,,,4951102382
SH600650,锦江在线,10.43,-0.46,-4.22%,8.76%,9263301,98428157.86,2.37%,44.086,0.69%,5753293416
SH601369,陕鼓动力,7.5,-0.38,-4.82%,-42.4%,12740258,97998304.32,0.77%,14.91,3.628%,12949693718
SH601515,东风股份,6.7,-0.22,-3.18%,-17.59%,14375818,97709037.38,1.08%,13.107,6.716%,10289534755
SH600211,西藏药业,33.68,-2.59,-7.14%,-35.08%,2809541,97665271.54,1.13%,39.967,1.004%,8350546552
SH601528,瑞丰银行,9.1,-0.29,-3.09%,-19.33%,10545300,97605306,6.99%,10.805,1.978%,13735129763
SH600503,华丽家族,3.02,-0.15,-4.73%,-6.21%,31795800,97466808,1.98%,69.018,0.166%,4838915800
SH600279,重庆港,4.38,-0.36,-7.59%,7.62%,21769250,97371241.52,2.5%,77.225,0.457%,5198474320
SH600955,维远股份,31.49,-1.83,-5.49%,-30.18%,3002789,96891233.2,2.18%,8.057,1.242%,17319500000
SH600583,海油工程,4.15,-0.14,-3.26%,-9.98%,22853236,96321794.82,0.52%,49.618,1.928%,18348622420
SH600360,华微电子,6.73,-0.18,-2.6%,-25.88%,14021133,96145109.8,1.46%,84.269,0.223%,6462787396
SH603990,麦迪科技,17.57,-0.74,-4.04%,-21.14%,5412257,95907430.12,3.27%,60.678,0.376%,2907193484
SH603808,歌力思,13.6,+0.1,+0.74%,-6.79%,6982079,95751756.36,1.89%,14.459,2.583%,5019663141
SH600218,全柴动力,8.69,-0.51,-5.54%,-39.48%,10776279,95743004.44,2.61%,24.887,1.208%,3785363296
SH603708,家家悦,13.13,-0.56,-4.09%,-21.09%,7202723,95428036.37,1.18%,34.597,3.427%,7988313415
SH600694,大商股份,20.3,-0.88,-4.15%,4.05%,4649059,95333926.09,1.58%,8.491,9.852%,5962488656
SH600738,丽尚国潮,6.14,-0.28,-4.36%,0.99%,15240600,94891289,1.97%,30.675,,4749071883
SH605499,东鹏饮料,129.99,-3.65,-2.73%,-27.72%,716409,94657873.68,1.79%,43.587,2.308%,51997299900
SH600648,外高桥,13.04,-0.31,-2.32%,-1.44%,7246431,94125376.87,0.78%,15.799,6.33%,14804952577
SH605366,宏柏新材,15.19,+0.11,+0.73%,14.47%,6134568,93814108.44,3.79%,44.845,1.975%,5043080000
SH600790,轻纺城,3.73,-0.13,-3.37%,13.37%,24683671,93676698.37,1.68%,12.656,4.021%,5467400161
SH603129,春风动力,94.99,-6.11,-6.04%,-45.09%,967040,93550520.74,0.64%,33.838,0.874%,14255849756
SH603108,润达医疗,9.96,-0.5,-4.78%,-25.73%,9232643,93536555.27,1.59%,13.753,1.145%,5772212922
SH603877,太平鸟,19.74,-0.17,-0.85%,-29.2%,4604597,93424982.07,0.98%,13.895,3.04%,9410610444
SH603368,柳药股份,15.1,-0.58,-3.7%,-20.69%,6086408,93313522.81,1.68%,9.705,3.179%,5471673418
SH600222,太龙药业,6.01,-0.46,-7.11%,-33.07%,15096775,93105133.03,2.63%,575.286,0.166%,3449056561
SH600343,航天动力,9.44,-0.46,-4.65%,-31.59%,9632486,92822407.02,1.51%,,,6024667925
SH600368,五洲交通,4.08,-0.2,-4.67%,0.25%,22349112,92536556.06,1.99%,6.545,4.608%,4592578837
SH600655,豫园股份,9.56,-0.39,-3.92%,-7.18%,9549797,92297274.26,0.25%,9.634,3.661%,37192061231
SH600796,钱江生化,5.82,-0.44,-7.03%,2.83%,15447005,92291638.85,5.13%,240.504,,5043529158
SH601018,宁波港,3.94,-0.13,-3.19%,-0.76%,23085246,92281034.66,0.18%,14.378,2.284%,62281224438
SH600478,科力远,5.24,-0.2,-3.68%,-26.51%,17191652,92011417.64,1.04%,53.094,,8663194463
SH603565,中谷物流,25.78,-0.68,-2.57%,-9.19%,3527524,91764517.04,1.2%,10.28,5.818%,24716776290
SH600698,湖南天雁,4.12,-0.24,-5.5%,-21.07%,22014105,91553272,2.98%,631.086,,4385369332
SH601226,华电重工,5.25,-0.39,-6.91%,-22.57%,17055950,91027709.5,1.48%,28.651,0.49%,6126802500
SH603707,健友股份,26.75,-0.96,-3.46%,-36.31%,3331373,90824320.61,0.27%,32.058,0.422%,33266306714
SH600310,桂东电力,3.77,-0.18,-4.56%,-34.32%,23612492,90497005.11,2.33%,58.482,0.531%,4604774520
SH600778,友好集团,4.96,-0.26,-4.98%,11.21%,17971400,90324633.01,5.77%,,,1544997106
SH600459,贵研铂业,16.68,-0.82,-4.69%,-34.46%,5327767,90283547.08,0.94%,25.471,1.199%,9860495090
SH600192,长城电工,4.65,-0.28,-5.68%,-20.38%,18612800,89976156,4.21%,,,2054128200
SH600105,永鼎股份,3.41,-0.21,-5.8%,-36.5%,25652258,89666083.4,1.86%,,,4811709901
SH605507,国邦医药,25.1,-1.06,-4.05%,-12.94%,3482102,89059041.22,4.15%,19.867,2.789%,14026469850
SH600861,北京城乡,19.98,-0.64,-3.1%,-13.17%,4406632,89036242.32,1.39%,,,6329762881
SH601208,东材科技,11.81,-0.41,-3.36%,-31.93%,7440070,88854110.89,0.86%,31.113,0.847%,10607577983
SH600807,济南高新,3.97,-0.18,-4.34%,-3.17%,21829982,88314071.56,2.77%,,,3511999882
SH600495,晋西车轴,3.72,-0.23,-5.82%,-7.92%,23181141,88196050.56,1.92%,415.931,0.269%,4494470096
SH600789,鲁抗医药,6.19,-0.24,-3.73%,-17.36%,14022924,87939581.48,1.59%,66.001,0.808%,5457313080
SH600812,华北制药,6.46,-0.32,-4.72%,-45.81%,13278298,87850038.12,0.81%,,0.441%,11083618190
SH603566,普莱柯,22.68,-1.2,-5.03%,2.62%,3798320,87789483.2,1.18%,24.476,2.205%,7291529280
SH603023,威帝股份,4.67,-0.17,-3.51%,-3.11%,18420353,87506336.22,3.28%,344.169,,2624912699
SH600977,中国电影,10.87,-0.35,-3.12%,-15.14%,7944609,87469178.47,0.43%,76.663,,20294290000
SH600231,凌钢股份,2.6,-0.17,-6.14%,-2.26%,32565966,86865267.76,1.14%,8.072,3.731%,7415553626
SH600742,一汽富维,8.77,-0.36,-3.94%,-26.67%,9705619,86710717.91,1.43%,8.163,3.373%,5950569999
SH603199,九华旅游,23.79,-1.6,-6.3%,9.53%,3547900,86613972,3.21%,43.505,0.715%,2633077200
SH600283,钱江水利,11.66,-0.79,-6.35%,-7.83%,7273890,86605595.03,2.06%,27.302,1.286%,4115930538
SH603316,诚邦股份,5.95,-0.27,-4.34%,7.79%,14379180,86490619.7,5.44%,48.436,1.293%,1572370800
SH600658,电子城,4.64,-0.07,-1.49%,12.62%,18386671,86463587.14,1.64%,164.378,0.323%,5190234609
SH600058,五矿发展,8.21,-0.51,-5.85%,-11.43%,10278101,86229501.2,0.96%,18.374,,8800386937
SH603658,安图生物,43.92,-1.38,-3.05%,-20.23%,1925680,86114818.69,0.33%,27.102,1.489%,25749077484
SH600685,中船防务,15.85,-0.79,-4.75%,-32.06%,5313654,86000289.28,0.65%,282.212,0.871%,22404076091
SH600967,内蒙一机,9.02,-0.25,-2.7%,-24.52%,9404046,85903326.87,0.56%,21.75,0.92%,15372351389
SH600017,日照港,2.85,-0.12,-4.04%,1.42%,29614031,85865664.59,0.96%,11.894,1.404%,8765613581
SH600107,美尔雅,6.57,-0.22,-3.24%,10.61%,12669301,85596391.64,3.52%,13.036,,2365200000
SH600006,东风汽车,4.95,-0.25,-4.81%,-27.31%,16996999,85549889.26,0.85%,26.631,1.127%,9900000000
SH600877,声光电科,10.87,-0.69,-5.97%,-30.59%,7559601,85390502.9,1.1%,92.577,,12871896584
SH600629,华建集团,6.88,-0.57,-7.65%,4.24%,12126820,85247341.64,1.93%,24.222,0.644%,4512876915
SH600933,爱柯迪,10.57,-0.33,-3.03%,-45.18%,7859500,84997847.89,0.91%,29.408,1.892%,9112668649
SH600653,申华控股,1.99,-0.08,-3.86%,1.02%,41972800,84865977.31,2.16%,93.696,,3873296831
SH603138,海量数据,13.4,-0.92,-6.42%,-15.67%,6116248,84473994.8,2.42%,,0.194%,3795975986
SH600729,重庆百货,25.83,-0.96,-3.58%,-0.73%,3205744,84406702.69,0.79%,10.716,14.673%,10500630251
SH600710,苏美达,6,-0.11,-1.8%,-8.26%,13848300,84200482,1.06%,10.221,4.417%,7840496604
SH603706,东方环宇,15.16,-0.24,-1.56%,2.5%,5409000,84073329,3.38%,18.426,5.277%,2871041944
SH600667,太极实业,6.77,-0.29,-4.11%,-16.21%,12144019,84015223.39,0.58%,15.558,2.511%,14258907505
SH601825,沪农商行,6.23,-0.11,-1.74%,-7.7%,13223202,83209391.68,1.37%,6.308,4.173%,60084888892
SH603896,寿仙谷,46.31,-2.69,-5.49%,-20.16%,1757800,83166151,1.15%,35.17,0.875%,7062971317
SH600177,雅戈尔,6.65,-0.16,-2.35%,-3.48%,12352576,83102043.7,0.27%,5.668,7.519%,30782869770
SH600255,鑫科材料,2.2,-0.11,-4.76%,-33.53%,36990350,82937968,2.07%,67.265,,3958995821
SH600876,洛阳玻璃,18.4,-1.01,-5.2%,-50.12%,4404125,82898161.03,1.15%,44.9,,11880419319
SH605123,派克新材,98.3,-3,-2.96%,-28.36%,823900,82839786.52,1.99%,34.912,0.293%,10616400000
SH600379,宝光股份,9.73,-0.89,-8.38%,-39.98%,8210754,82808990.4,2.49%,63.265,0.637%,3212861218
SH601231,环旭电子,11.07,-0.19,-1.69%,-31.07%,7382116,82654597.2,0.34%,13.17,2.349%,24469047001
SH603297,永新光学,81.29,-3.31,-3.91%,-32.86%,993000,82515771,0.91%,31.502,0.652%,8980715975
SH600642,申能股份,5.48,-0.13,-2.32%,-25.64%,14825476,82461128.39,0.33%,16.392,3.65%,26917969972
SH601608,中信重工,3.28,-0.13,-3.81%,-26.46%,24687450,82428957,0.57%,62.812,0.503%,14233295281
SH603219,富佳股份,19.45,-0.5,-2.51%,-1.72%,4163105,82280637.34,10.15%,33.616,2.057%,7799450000
SH600517,国网英大,5.04,-0.22,-4.18%,-30.86%,15944751,82143298.91,0.84%,23.548,1.31%,28820916150
SH600084,*ST中葡,5.18,-0.27,-4.95%,29.5%,15622912,82133665.95,1.39%,,,5820904979
SH603856,东宏股份,10.58,-0.95,-8.24%,-16.69%,7540350,82049160,2.94%,10.846,3.503%,2730006068
SH601279,英利汽车,5.78,-0.43,-6.92%,-23.85%,13835734,81889071.88,7.08%,58.117,0.173%,8636783247
SH603918,金桥信息,7.05,-0.37,-4.99%,-22.61%,11437957,81741171.88,3.14%,29.167,1.716%,2585559850
SH605033,美邦股份,19.4,-0.7,-3.48%,-27.37%,4095403,81336668.48,12.12%,20.859,0.979%,2622880000
SH600901,江苏租赁,5.07,-0.04,-0.78%,-0.39%,15930871,81276378,0.54%,7.422,5.917%,15142315338
SH600103,青山纸业,2.36,-0.1,-4.07%,-16.31%,33828188,81143777.8,1.47%,28.597,,5441730025
SH603577,汇金通,10.6,-0.2,-1.85%,14.35%,7626780,80419650.4,3.11%,54.268,0.566%,3594874460
SH605199,葫芦娃,16.28,-0.85,-4.96%,-34.67%,4817376,80225560.6,5.16%,52.62,0.921%,6513770483
SH600350,山东高速,5.64,-0.07,-1.23%,9.3%,13951400,79784727.8,0.29%,8.89,7.092%,27134975433
SH601187,厦门银行,6.12,-0.13,-2.08%,-11.3%,12892928,79669109.36,1.33%,7.448,4.085%,16151462675
SH600375,汉马科技,7.83,-0.42,-5.09%,-22.63%,10130200,79565333.69,1.82%,,,5123285229
SH603716,塞力医疗,12.15,-0.81,-6.25%,-15.57%,6425850,79544542,3.19%,83.602,,2490980765
SH600168,武汉控股,6.73,-0.43,-6.01%,-1.46%,11571594,79371822.62,1.63%,11.97,2.511%,4775404027
SH600165,新日恒力,8.19,-0.49,-5.65%,-39.02%,9394152,78499108.32,1.37%,445.371,,5609198117
SH603602,纵横通信,11.34,-0.86,-7.05%,10.31%,6706266,78300214.71,3.29%,130.38,0.265%,2311646208
SH601609,金田铜业,7.48,-0.19,-2.48%,-13.53%,10288300,78045809,1.72%,14.311,1.471%,11074003340
SH600846,同济科技,7.62,-0.41,-5.11%,-6.62%,10000860,77899873.31,1.6%,8.248,3.675%,4760682752
